IndID,Activity,Mode,Origin,Destination,DepartureTime
11856,Other,Car,301,302,13:05:00
11856,Home,Car,302,317,21:30:00
120993,Other,Walk,383,387,07:40:00
120993,Work,Car,387,54,08:20:00
120993,Other,Car,54,383,15:30:00
120993,Home,Car,383,383,16:10:00
120993,Shop,Car,383,407,19:15:00
120993,Home,Car,407,383,20:30:00
29706,Work,Transit,211,975,07:15:00
29706,Home,Transit,975,211,16:00:00
36237,Other,Transit,767,1203,10:00:00
36237,Home,Transit,1203,767,13:30:00
16434,Other,Transit,571,1239,10:15:00
16434,Other,Walk,1239,935,12:55:00
16434,Home,Transit,935,571,17:50:00
25506,Other,Car,285,290,10:40:00
25506,Home,Car,290,285,16:45:00
25506,Shop,Car,285,265,17:15:00
25506,Home,Car,265,285,17:40:00
3456,Other,Transit,885,1323,10:00:00
3456,Home,Transit,1323,885,14:00:00
102912,Work,Car,560,172,08:10:00
102912,Other,Car,172,590,11:40:00
102912,Shop,Car,590,558,12:45:00
102912,Home,Car,558,560,13:15:00
83382,Work,Car,1065,1093,07:10:00
83382,Home,Car,1093,1065,16:10:00
10932,Work,Car,383,1370,07:25:00
10932,Other,Car,1370,379,15:55:00
10932,Shop,Car,379,407,17:20:00
10932,Home,Car,407,383,17:50:00
48984,Work,Transit,265,1199,08:25:00
48984,Shop,Walk,1199,1278,15:45:00
48984,Home,Transit,1278,265,16:00:00
48984,Other,Car,265,291,17:30:00
48984,Home,Car,291,265,18:25:00
7551,Other,Car,267,287,08:25:00
7551,Home,Car,287,267,08:40:00
7551,Other,Car,267,915,12:20:00
7551,Other,Car,915,668,13:30:00
7551,Home,Car,668,267,15:00:00
7551,Other,Car,267,287,15:55:00
7551,Other,Car,287,265,16:15:00
7551,Home,Car,265,267,17:10:00
77943,Other,Car,441,816,11:00:00
77943,Home,Car,816,441,13:30:00
110808,Other,Walk,317,319,08:35:00
110808,Home,Walk,319,317,10:40:00
18240,Work,Car,1025,1309,06:15:00
18240,Home,Car,1309,1025,15:30:00
54801,Other,Car,565,551,14:55:00
54801,Home,Car,551,565,16:10:00
62130,Work,Bike,898,1208,07:13:00
62130,Other,Bike,1208,1206,11:30:00
62130,Work,Bike,1206,1208,11:58:00
62130,Home,Bike,1208,898,16:20:00
66120,Other,Bike,381,100,06:15:00
66120,Home,Transit,100,381,09:30:00
66120,Shop,Bike,381,379,15:45:00
66120,Home,Bike,379,381,16:40:00
90522,Other,Car,376,416,10:06:00
90522,Home,Car,416,376,14:05:00
70887,Work,Transit,895,953,05:11:00
70887,Home,Transit,953,895,15:35:00
120384,Work,Car,676,54,06:45:00
120384,Other,Car,54,669,09:40:00
120384,Work,Car,669,54,10:50:00
120384,Home,Car,54,676,17:00:00
65574,Work,Car,328,891,07:00:00
65574,Shop,Car,891,356,15:45:00
65574,Home,Car,356,328,16:30:00
65574,Other,Car,328,354,18:30:00
65574,Other,Car,354,328,19:00:00
65574,Home,Car,328,328,20:00:00
61605,Work,Car,439,170,05:40:00
61605,Home,Car,170,439,14:00:00
63243,Other,Walk,381,381,07:45:00
63243,Work,Transit,381,1220,08:10:00
63243,Home,Transit,1220,381,17:00:00
73533,Work,Car,1186,54,05:00:00
73533,Home,Car,54,1186,15:00:00
115953,Shop,Car,727,719,10:15:00
115953,Home,Walk,719,727,11:15:00
17589,Other,Car,1346,1238,13:30:00
17589,Home,Car,1238,1346,16:15:00
69186,Shop,Transit,1234,1366,10:30:00
69186,Home,Transit,1366,1234,12:00:00
37245,Other,Car,1056,1094,12:20:00
37245,Home,Car,1094,1056,14:45:00
37245,Other,Car,1056,1094,18:15:00
37245,Home,Car,1094,1056,19:30:00
17694,Shop,Walk,201,201,11:10:00
17694,Home,Walk,201,201,11:30:00
17694,Other,Walk,201,197,11:45:00
17694,Shop,Transit,197,171,12:00:00
17694,Home,Transit,171,201,13:20:00
50601,Other,Transit,177,1275,14:00:00
50601,Home,Transit,1275,177,16:45:00
38064,Work,Transit,171,213,07:45:00
38064,Home,Transit,213,171,13:30:00
13767,Other,Transit,153,1302,12:30:00
13767,Home,Transit,1302,153,16:50:00
50286,Work,Transit,109,1336,07:30:00
50286,Home,Transit,1336,109,16:30:00
42768,Other,Transit,12,354,12:00:00
42768,Home,Transit,354,12,15:30:00
8286,Other,Bike,191,232,07:30:00
8286,Work,Bike,232,925,08:00:00
8286,Shop,Bike,925,224,16:20:00
8286,Home,Bike,224,191,17:20:00
25464,Work,Bike,232,233,07:40:00
25464,Other,Bike,233,191,14:00:00
25464,Home,Bike,191,232,17:20:00
111459,Work,Transit,108,1223,07:00:00
111459,Home,Transit,1223,108,17:15:00
10974,Work,Transit,145,1203,06:10:00
10974,Home,Transit,1203,145,15:45:00
37686,Work,Car,165,132,08:15:00
37686,Other,Car,132,126,12:00:00
37686,Work,Car,126,132,12:45:00
37686,Home,Car,132,165,16:15:00
37686,Shop,Car,165,118,17:00:00
37686,Other,Car,118,138,17:45:00
37686,Shop,Car,138,170,18:10:00
37686,Home,Car,170,165,19:20:00
58203,Work,Bike,196,1276,07:45:00
58203,Home,Bike,1276,196,16:53:00
12129,Other,Transit,193,177,08:00:00
12129,Home,Transit,177,193,14:30:00
10722,Work,Car,225,201,07:45:00
10722,Home,Car,201,225,17:15:00
9462,Work,Transit,173,1205,07:30:00
9462,Other,Transit,1205,1323,10:45:00
9462,Home,Transit,1323,173,16:00:00
6711,Other,Bike,228,228,07:55:00
6711,Work,Bike,228,441,08:03:00
6711,Home,Bike,441,228,17:03:00
11835,Other,Car,1358,1180,09:30:00
11835,Home,Car,1180,1358,16:30:00
43545,Other,Transit,1316,425,10:30:00
43545,Home,Transit,425,1316,16:00:00
123975,Shop,Walk,1314,1358,10:00:00
123975,Home,Walk,1358,1314,11:00:00
29265,Other,Transit,1345,1243,11:15:00
29265,Home,Transit,1243,1345,13:00:00
110871,Work,Transit,1,1204,08:00:00
110871,Home,Transit,1204,1,17:00:00
81387,Other,Transit,686,1358,08:15:00
81387,Other,Transit,1358,1286,12:15:00
81387,Home,Transit,1286,686,17:00:00
37224,Other,Transit,702,1053,08:00:00
37224,Other,Car,1053,1084,10:30:00
37224,Home,Car,1084,702,12:00:00
116688,Shop,Walk,667,668,14:30:00
116688,Home,Walk,668,667,15:25:00
8853,Work,Transit,1235,1336,08:45:00
8853,Home,Transit,1336,1235,18:30:00
8853,Other,Car,1235,1372,20:00:00
8853,Home,Car,1372,1235,22:30:00
58119,Work,Bike,1208,1199,08:30:00
58119,Other,Walk,1199,1286,17:30:00
58119,Home,Transit,1286,1208,22:00:00
53121,Other,Walk,1222,1204,08:00:00
53121,Shop,Walk,1204,1292,15:55:00
53121,Home,Walk,1292,1222,16:05:00
79791,Shop,Walk,83,83,11:00:00
79791,Home,Walk,83,83,11:30:00
24813,Other,Car,51,369,18:45:00
24813,Home,Car,369,51,21:20:00
79329,Shop,Walk,12,898,14:00:00
79329,Home,Walk,898,12,14:30:00
19899,Work,Walk,36,30,07:45:00
19899,Home,Car,30,36,16:45:00
36909,Work,Transit,15,1353,07:15:00
36909,Home,Transit,1353,15,16:45:00
78594,Work,Transit,48,901,08:00:00
78594,Home,Transit,901,48,16:55:00
103332,Work,Transit,21,31,06:30:00
103332,Home,Transit,31,21,15:00:00
52806,Other,Transit,85,1223,11:15:00
52806,Work,Walk,1223,1192,13:30:00
52806,Shop,Transit,1192,85,15:00:00
52806,Home,Walk,85,85,15:40:00
103353,Shop,Walk,69,70,10:30:00
103353,Home,Transit,70,69,11:30:00
103353,Other,Transit,69,25,15:35:00
103353,Home,Car,25,69,17:00:00
48333,Other,Transit,954,1324,10:00:00
48333,Home,Transit,1324,954,20:00:00
50790,Shop,Bike,797,838,10:25:00
50790,Home,Bike,838,797,11:30:00
52995,Shop,Car,824,803,18:05:00
52995,Home,Car,803,824,18:45:00
37329,Other,Car,373,387,09:30:00
37329,Home,Car,387,373,11:45:00
37329,Shop,Car,373,374,13:30:00
37329,Home,Car,374,373,14:30:00
17505,Other,Car,748,746,09:15:00
17505,Home,Car,746,748,10:30:00
43104,Other,Car,505,484,16:40:00
43104,Home,Car,484,505,21:30:00
10155,Other,Car,997,488,09:30:00
10155,Home,Car,488,997,14:30:00
51462,Shop,Transit,1016,1005,09:30:00
51462,Home,Transit,1005,1016,11:05:00
8097,Other,Car,1001,1005,10:45:00
8097,Home,Car,1005,1001,15:30:00
8097,Shop,Car,1001,992,16:30:00
8097,Other,Car,992,1005,17:30:00
8097,Home,Car,1005,1001,18:30:00
30336,Shop,Transit,596,608,13:30:00
30336,Home,Transit,608,596,14:35:00
91299,Other,Car,603,601,14:30:00
91299,Home,Car,601,603,16:45:00
8118,Other,Walk,126,126,07:30:00
8118,Work,Transit,126,1239,08:30:00
8118,Home,Transit,1239,126,17:00:00
35838,Other,Transit,172,0,15:15:00
35838,Home,Transit,0,172,16:55:00
31218,Shop,Transit,226,171,14:58:00
31218,Other,Transit,171,218,15:20:00
31218,Home,Transit,218,226,17:06:00
67422,Work,Transit,215,723,06:30:00
67422,Home,Transit,723,215,16:00:00
67422,Other,Car,215,450,17:45:00
67422,Home,Car,450,215,21:00:00
57426,Work,Transit,116,1304,06:30:00
57426,Shop,Walk,1304,1243,14:00:00
57426,Home,Transit,1243,116,14:45:00
23805,Work,Transit,201,1353,07:35:00
23805,Shop,Transit,1353,171,16:20:00
23805,Home,Transit,171,201,17:15:00
15174,Work,Bike,158,110,07:30:00
15174,Home,Bike,110,158,16:00:00
23784,Other,Car,177,453,11:00:00
23784,Home,Car,453,177,14:00:00
51168,Other,Transit,457,1220,13:00:00
51168,Home,Transit,1220,457,17:00:00
119754,Work,Car,435,855,07:00:00
119754,Other,Car,855,131,13:00:00
119754,Shop,Car,131,590,15:30:00
119754,Home,Car,590,435,17:45:00
51525,Other,Car,470,456,14:05:00
51525,Home,Car,456,470,17:15:00
68661,Shop,Transit,872,1206,10:21:00
68661,Home,Transit,1206,872,13:30:00
17358,Shop,Car,857,855,09:31:00
17358,Home,Car,855,857,10:17:00
13683,Work,Bike,1208,1243,08:05:00
13683,Shop,Bike,1243,1243,16:10:00
13683,Home,Bike,1243,1208,16:55:00
92328,Other,Car,1222,208,09:15:00
92328,Home,Car,208,1222,16:04:00
17673,Work,Transit,1232,124,06:55:00
17673,Home,Transit,124,1232,14:30:00
9588,Other,Car,1251,1267,16:05:00
9588,Home,Car,1267,1251,18:05:00
11457,Other,Transit,1243,1220,10:30:00
11457,Home,Transit,1220,1243,13:30:00
81723,Work,Bike,1284,957,07:45:00
81723,Other,Transit,957,1271,16:30:00
81723,Home,Transit,1271,1284,18:15:00
68535,Work,Transit,1223,1038,05:30:00
68535,Home,Transit,1038,1223,13:04:00
11751,Other,Car,1177,1171,11:15:00
11751,Home,Car,1171,1177,13:00:00
77460,Work,Bike,1209,718,07:35:00
77460,Other,Bike,718,1215,17:20:00
77460,Home,Bike,1215,1209,20:00:00
77985,Work,Bike,1286,1308,08:00:00
77985,Home,Bike,1308,1286,16:00:00
35124,Work,Car,1236,997,06:05:00
35124,Other,Car,997,994,12:05:00
35124,Work,Car,994,997,12:40:00
35124,Home,Car,997,1236,18:32:00
65133,Work,Transit,1367,1353,08:00:00
65133,Home,Transit,1353,1367,16:50:00
49866,Work,Transit,1309,1215,07:30:00
49866,Home,Transit,1215,1309,16:30:00
24267,Work,Transit,1339,1220,08:00:00
24267,Home,Transit,1220,1339,16:00:00
24267,Other,Transit,1339,1215,18:00:00
24267,Home,Transit,1215,1339,21:30:00
33024,Work,Car,1309,261,07:45:00
33024,Home,Car,261,1309,17:30:00
33024,Shop,Car,1309,618,18:20:00
33024,Home,Car,618,1309,18:50:00
33024,Shop,Walk,1309,1309,19:45:00
33024,Home,Walk,1309,1309,19:50:00
24120,Other,Walk,1241,1240,08:30:00
24120,Home,Walk,1240,1241,08:55:00
24120,Other,Walk,1241,1240,14:30:00
24120,Other,Transit,1240,1309,14:50:00
24120,Home,Transit,1309,1241,17:00:00
26598,Shop,Car,280,689,15:30:00
26598,Home,Car,689,280,16:15:00
41508,Work,Car,284,290,08:15:00
41508,Home,Car,290,284,12:00:00
41508,Work,Walk,284,290,12:30:00
41508,Home,Walk,290,284,15:30:00
51273,Other,Car,358,354,08:30:00
51273,Home,Car,354,358,11:25:00
114924,Work,Car,353,100,06:10:00
114924,Other,Car,100,457,08:28:00
114924,Home,Car,457,353,12:00:00
42915,Other,Car,426,423,13:30:00
42915,Home,Car,423,426,14:45:00
8307,Work,Transit,1270,1294,09:35:00
8307,Other,Walk,1294,1222,15:50:00
8307,Home,Walk,1222,1270,16:35:00
25569,Other,Car,1324,1314,05:30:00
25569,Work,Car,1314,1247,08:30:00
25569,Home,Car,1247,1324,16:30:00
10533,Work,Walk,1324,1281,10:30:00
10533,Home,Transit,1281,1324,20:50:00
47367,Work,Walk,1323,1282,07:35:00
47367,Other,Walk,1282,1336,08:45:00
47367,Home,Walk,1336,1323,17:15:00
51210,Work,Car,1261,1,07:50:00
51210,Home,Transit,1,1261,17:30:00
35628,Work,Walk,1358,1318,07:30:00
35628,Other,Walk,1318,1358,13:00:00
35628,Work,Walk,1358,1318,13:20:00
35628,Home,Walk,1318,1358,16:45:00
17484,Work,Transit,1358,115,07:45:00
17484,Home,Transit,115,1358,15:04:00
16476,Work,Transit,1319,1204,07:00:00
16476,Other,Transit,1204,1369,11:00:00
16476,Home,Transit,1369,1319,17:00:00
63747,Other,Walk,1322,1338,11:05:00
63747,Home,Transit,1338,1322,14:30:00
48522,Work,Bike,1324,1205,08:30:00
48522,Home,Bike,1205,1324,18:15:00
31029,Work,Walk,1324,1374,07:45:00
31029,Other,Transit,1374,1245,17:05:00
31029,Home,Transit,1245,1324,18:00:00
6921,Work,Transit,461,441,07:15:00
6921,Other,Car,441,218,15:00:00
6921,Other,Car,218,465,18:05:00
6921,Home,Transit,465,461,22:15:00
27963,Other,Car,442,89,07:30:00
27963,Home,Car,89,442,16:30:00
92538,Other,Car,463,1305,08:25:00
92538,Home,Car,1305,463,17:10:00
68619,Work,Bike,445,472,07:15:00
68619,Home,Bike,472,445,17:35:00
36972,Work,Car,467,495,07:40:00
36972,Home,Car,495,467,15:30:00
110073,Work,Bike,87,926,06:57:00
110073,Home,Bike,926,87,16:12:00
27942,Work,Transit,20,1224,08:25:00
27942,Other,Walk,1224,1202,12:40:00
27942,Work,Walk,1202,1224,12:55:00
27942,Home,Transit,1224,20,17:45:00
65112,Work,Transit,21,1309,07:00:00
65112,Other,Transit,1309,17,15:30:00
65112,Home,Walk,17,21,16:15:00
122043,Work,Car,61,188,06:00:00
122043,Home,Car,188,61,11:15:00
32625,Work,Transit,19,399,07:26:00
32625,Home,Transit,399,19,17:15:00
9315,Work,Transit,10,733,07:15:00
9315,Home,Transit,733,10,16:20:00
9315,Other,Transit,10,1203,19:00:00
9315,Home,Transit,1203,10,21:00:00
38232,Work,Transit,1022,1199,08:30:00
38232,Home,Transit,1199,1022,18:30:00
43629,Work,Walk,764,742,06:30:00
43629,Other,Transit,742,954,10:50:00
43629,Shop,Transit,954,735,12:00:00
43629,Home,Walk,735,764,13:15:00
30882,Other,Car,762,735,09:45:00
30882,Home,Car,735,762,11:05:00
30882,Other,Car,762,762,13:05:00
30882,Home,Car,762,762,13:20:00
30882,Other,Car,762,762,13:40:00
30882,Home,Car,762,762,13:50:00
64608,Work,Transit,746,1308,06:45:00
64608,Home,Transit,1308,746,16:00:00
64608,Shop,Car,746,743,17:10:00
64608,Home,Car,743,746,17:40:00
76830,Work,Transit,746,925,06:53:00
76830,Home,Transit,925,746,16:00:00
127230,Work,Bike,736,1221,07:20:00
127230,Home,Bike,1221,736,16:30:00
93483,Work,Bike,736,88,08:00:00
93483,Home,Bike,88,736,18:00:00
24099,Work,Bike,1037,1296,06:10:00
24099,Home,Bike,1296,1037,17:20:00
105096,Other,Transit,1118,1144,08:00:00
105096,Home,Transit,1144,1118,15:00:00
127209,Work,Transit,902,1296,07:45:00
127209,Home,Transit,1296,902,16:55:00
7509,Work,Bike,911,717,07:15:00
7509,Home,Bike,717,911,11:00:00
122694,Other,Transit,914,915,08:00:00
122694,Home,Transit,915,914,11:00:00
38820,Work,Transit,915,733,07:30:00
38820,Home,Transit,733,915,17:20:00
104739,Other,Car,898,379,14:05:00
104739,Shop,Car,379,384,15:35:00
104739,Home,Car,384,898,16:30:00
129141,Work,Transit,672,1338,07:20:00
129141,Other,Transit,1338,1243,10:20:00
129141,Work,Transit,1243,1338,11:30:00
129141,Other,Transit,1338,39,12:40:00
129141,Work,Transit,39,1338,14:50:00
129141,Other,Transit,1338,1305,17:00:00
129141,Home,Transit,1305,672,19:30:00
124332,Work,Car,679,703,07:40:00
124332,Home,Car,703,679,15:45:00
69102,Other,Transit,699,1203,10:49:00
69102,Home,Transit,1203,699,13:20:00
84390,Other,Car,483,536,12:50:00
84390,Shop,Car,536,484,14:30:00
84390,Home,Car,484,483,15:00:00
84390,Other,Walk,483,1346,16:30:00
84390,Home,Transit,1346,483,19:45:00
8727,Work,Transit,528,89,07:10:00
8727,Home,Transit,89,528,17:25:00
6186,Work,Walk,489,449,08:00:00
6186,Home,Walk,449,489,17:00:00
76389,Other,Car,334,354,05:55:00
76389,Work,Transit,354,1211,07:21:00
76389,Home,Transit,1211,334,16:52:00
85797,Work,Car,365,102,06:50:00
85797,Other,Car,102,894,11:50:00
85797,Shop,Car,894,354,19:45:00
85797,Home,Car,354,365,20:30:00
37098,Work,Transit,332,1329,07:45:00
37098,Other,Walk,1329,1327,17:50:00
37098,Home,Transit,1327,332,19:55:00
113706,Work,Car,328,853,07:40:00
113706,Home,Car,853,328,13:30:00
113706,Other,Car,328,1196,16:45:00
113706,Home,Car,1196,328,18:30:00
49740,Other,Car,594,597,21:00:00
49740,Home,Car,597,594,21:20:00
78195,Other,Transit,601,975,08:00:00
78195,Home,Transit,975,601,15:00:00
31764,Other,Transit,283,1333,07:20:00
31764,Home,Transit,1333,283,15:00:00
32268,Other,Transit,275,700,10:50:00
32268,Home,Car,700,275,14:55:00
6900,Work,Car,818,822,07:40:00
6900,Home,Car,822,818,15:30:00
65448,Work,Bike,832,771,07:50:00
65448,Home,Transit,771,832,15:30:00
104067,Work,Transit,785,939,05:30:00
104067,Home,Transit,939,785,16:36:00
93504,Work,Transit,871,0,07:45:00
93504,Other,Transit,0,894,16:20:00
93504,Other,Car,894,891,17:50:00
93504,Shop,Car,891,861,18:02:00
93504,Home,Car,861,871,18:40:00
47934,Other,Transit,884,891,08:10:00
47934,Work,Transit,891,883,12:25:00
47934,Home,Walk,883,884,17:00:00
114987,Work,Car,884,441,07:05:00
114987,Other,Car,441,158,17:15:00
114987,Home,Car,158,884,18:15:00
76305,Shop,Car,866,897,16:30:00
76305,Home,Transit,897,866,17:15:00
17526,Work,Transit,853,1282,07:25:00
17526,Home,Transit,1282,853,20:30:00
37413,Work,Transit,896,1323,06:40:00
37413,Other,Transit,1323,1212,12:10:00
37413,Home,Transit,1212,896,16:15:00
128784,Work,Walk,868,867,08:45:00
128784,Home,Walk,867,868,15:30:00
48207,Work,Transit,885,1206,07:30:00
48207,Home,Transit,1206,885,16:30:00
8202,Work,Car,885,465,08:30:00
8202,Home,Car,465,885,15:45:00
8202,Shop,Car,885,894,16:30:00
8202,Home,Car,894,885,18:50:00
36636,Work,Transit,846,1268,06:52:00
36636,Home,Walk,1268,846,16:00:00
102765,Work,Bike,851,1337,09:05:00
102765,Home,Bike,1337,851,17:10:00
9105,Other,Transit,843,1287,07:50:00
9105,Work,Transit,1287,1309,09:10:00
9105,Other,Transit,1309,1203,16:50:00
9105,Home,Transit,1203,843,19:30:00
81282,Work,Car,843,875,07:30:00
81282,Home,Car,875,843,16:15:00
64524,Work,Transit,843,1210,07:00:00
64524,Home,Transit,1210,843,16:10:00
64755,Other,Car,586,608,10:30:00
64755,Work,Car,608,1326,11:30:00
64755,Home,Car,1326,586,17:00:00
11877,Other,Car,572,548,11:00:00
11877,Home,Car,548,572,11:40:00
11877,Other,Transit,572,0,15:00:00
11877,Home,Transit,0,572,19:00:00
88884,Work,Transit,551,601,06:35:00
88884,Home,Transit,601,551,14:55:00
88884,Shop,Walk,551,590,16:10:00
88884,Home,Walk,590,551,17:00:00
65007,Shop,Car,582,469,10:07:00
65007,Home,Car,469,582,10:36:00
121014,Work,Walk,597,618,07:00:00
121014,Other,Walk,618,603,08:20:00
121014,Work,Walk,603,618,10:20:00
121014,Home,Walk,618,597,15:00:00
78174,Work,Transit,626,1225,06:30:00
78174,Home,Car,1225,626,16:00:00
11373,Work,Transit,257,1231,08:20:00
11373,Home,Transit,1231,257,17:30:00
65343,Work,Transit,245,1261,06:10:00
65343,Home,Transit,1261,245,16:00:00
92454,Work,Bike,323,325,07:40:00
92454,Other,Car,325,323,12:50:00
92454,Other,Car,323,302,13:50:00
92454,Home,Car,302,323,17:00:00
85314,Work,Car,313,296,06:10:00
85314,Other,Car,296,316,14:05:00
85314,Home,Car,316,313,17:00:00
37518,Work,Car,1078,1066,06:10:00
37518,Home,Car,1066,1078,15:35:00
16497,Work,Car,1106,1077,06:40:00
16497,Shop,Car,1077,1070,15:00:00
16497,Home,Car,1070,1106,15:30:00
126432,Work,Car,1077,1092,06:30:00
126432,Home,Car,1092,1077,16:30:00
10680,Work,Transit,369,1334,07:10:00
10680,Home,Transit,1334,369,15:30:00
10680,Other,Car,369,387,17:10:00
10680,Home,Car,387,369,18:45:00
33549,Work,Car,376,1,07:15:00
33549,Other,Car,1,44,10:20:00
33549,Work,Car,44,1,11:05:00
33549,Home,Car,1,376,15:35:00
33549,Shop,Car,376,369,17:30:00
33549,Home,Car,369,376,18:20:00
84453,Work,Car,388,1298,06:58:00
84453,Home,Car,1298,388,16:12:00
10617,Work,Transit,376,1353,08:00:00
10617,Other,Walk,1353,1314,15:00:00
10617,Shop,Transit,1314,1268,16:30:00
10617,Home,Transit,1268,376,17:00:00
112551,Work,Car,977,975,06:55:00
112551,Home,Car,975,977,19:45:00
128742,Work,Transit,977,131,06:12:00
128742,Other,Walk,131,131,11:40:00
128742,Work,Walk,131,131,13:20:00
128742,Shop,Walk,131,131,17:55:00
128742,Home,Transit,131,977,18:30:00
83802,Work,Transit,963,200,07:00:00
83802,Shop,Transit,200,1278,16:00:00
83802,Home,Transit,1278,963,17:00:00
24141,Other,Transit,935,1204,08:20:00
24141,Work,Walk,1204,1335,09:35:00
24141,Home,Transit,1335,935,15:05:00
78237,Other,Walk,955,924,11:00:00
78237,Home,Transit,924,955,14:00:00
114630,Work,Transit,942,925,08:30:00
114630,Home,Transit,925,942,17:30:00
37203,Work,Transit,942,1282,08:00:00
37203,Other,Walk,1282,1304,19:00:00
37203,Home,Transit,1304,942,21:30:00
11121,Other,Transit,932,1362,07:15:00
11121,Home,Transit,1362,932,13:30:00
127545,Work,Transit,955,980,09:10:00
127545,Home,Transit,980,955,17:10:00
64251,Work,Transit,963,1239,07:30:00
64251,Home,Transit,1239,963,16:40:00
117696,Work,Transit,1004,1196,08:12:00
117696,Other,Walk,1196,1296,14:35:00
117696,Other,Walk,1296,1220,16:10:00
117696,Home,Transit,1220,1004,21:00:00
78363,Work,Car,989,1299,08:00:00
78363,Home,Car,1299,989,17:00:00
7446,Work,Car,1009,1298,07:35:00
7446,Home,Car,1298,1009,16:00:00
7446,Other,Car,1009,1003,16:30:00
7446,Shop,Car,1003,1005,16:40:00
7446,Home,Car,1005,1009,17:15:00
51630,Work,Car,1016,994,07:30:00
51630,Home,Car,994,1016,15:50:00
2469,Other,Car,715,657,06:00:00
2469,Home,Car,657,715,08:00:00
2469,Other,Car,715,731,18:45:00
2469,Home,Car,731,715,22:10:00
125298,Work,Car,1188,1164,08:30:00
125298,Home,Car,1164,1188,16:00:00
9882,Work,Car,1172,1164,06:30:00
9882,Other,Walk,1164,1164,15:00:00
9882,Home,Car,1164,1172,21:30:00
10134,Work,Transit,265,732,06:35:00
10134,Home,Transit,732,265,16:00:00
58245,Other,Walk,627,627,07:17:00
58245,Home,Walk,627,627,07:30:00
58245,Shop,Transit,627,1346,13:00:00
58245,Other,Walk,1346,1286,15:45:00
58245,Other,Walk,1286,1284,17:00:00
58245,Other,Walk,1284,1208,17:30:00
58245,Home,Car,1208,627,20:00:00
76767,Work,Car,419,87,06:40:00
76767,Home,Car,87,419,17:15:00
103185,Other,Walk,430,430,07:20:00
103185,Work,Transit,430,925,08:00:00
103185,Home,Transit,925,430,17:30:00
115155,Work,Car,413,412,07:45:00
115155,Home,Car,412,413,15:00:00
115155,Work,Car,413,412,16:45:00
115155,Home,Car,412,413,18:30:00
76641,Other,Car,421,421,07:40:00
76641,Work,Transit,421,1228,08:00:00
76641,Home,Transit,1228,421,15:30:00
48354,Other,Car,433,27,09:30:00
48354,Other,Car,27,12,11:45:00
48354,Other,Car,12,15,13:10:00
48354,Other,Car,15,12,13:30:00
48354,Home,Car,12,433,14:15:00
72000,Work,Car,413,9,08:25:00
72000,Home,Car,9,413,17:30:00
7572,Work,Car,425,718,09:00:00
7572,Home,Car,718,425,15:00:00
96801,Other,Transit,429,423,06:50:00
96801,Other,Transit,423,1021,07:20:00
96801,Shop,Transit,1021,414,15:45:00
96801,Home,Car,414,429,17:45:00
51189,Work,Transit,431,1243,06:15:00
51189,Home,Transit,1243,431,15:00:00
40920,Work,Car,426,89,07:00:00
40920,Home,Car,89,426,16:30:00
40920,Shop,Car,426,424,17:30:00
40920,Home,Transit,424,426,17:45:00
104970,Work,Transit,937,1309,08:35:00
104970,Other,Transit,1309,89,17:03:00
104970,Home,Car,89,937,19:30:00
10911,Work,Transit,933,1309,07:45:00
10911,Home,Transit,1309,933,17:15:00
124290,Other,Walk,968,921,08:00:00
124290,Home,Walk,921,968,09:00:00
124290,Other,Walk,968,923,09:20:00
124290,Home,Walk,923,968,09:40:00
124290,Shop,Bike,968,1206,10:40:00
124290,Work,Bike,1206,1277,11:50:00
124290,Shop,Bike,1277,1206,17:00:00
124290,Home,Bike,1206,968,17:30:00
64986,Work,Car,954,1254,07:45:00
64986,Home,Car,1254,954,15:30:00
47682,Work,Car,932,714,08:15:00
47682,Home,Car,714,932,17:30:00
84747,Work,Car,815,796,08:45:00
84747,Shop,Car,796,796,12:30:00
84747,Work,Car,796,796,13:05:00
84747,Other,Car,796,833,14:15:00
84747,Work,Car,833,796,16:30:00
84747,Home,Car,796,815,18:55:00
8643,Shop,Car,907,398,18:05:00
8643,Home,Car,398,907,20:05:00
94344,Work,Transit,902,379,07:00:00
94344,Other,Transit,379,900,17:00:00
94344,Home,Walk,900,902,19:10:00
33297,Shop,Car,914,44,17:30:00
33297,Home,Car,44,914,19:30:00
117150,Work,Bike,1324,1240,07:35:00
117150,Other,Bike,1240,1309,09:35:00
117150,Other,Bike,1309,1289,11:30:00
117150,Work,Bike,1289,1240,12:50:00
117150,Home,Bike,1240,1324,17:05:00
117150,Home,Walk,1324,1324,18:20:00
60702,Work,Car,1270,723,07:00:00
60702,Home,Transit,723,1270,16:00:00
60702,Other,Transit,1270,1357,17:30:00
60702,Home,Transit,1357,1270,21:00:00
9336,Other,Walk,1371,894,10:45:00
9336,Home,Walk,894,1371,14:00:00
7677,Work,Transit,1324,1208,07:45:00
7677,Other,Transit,1208,1322,17:30:00
7677,Home,Walk,1322,1324,19:00:00
17883,Work,Bike,1261,1316,07:30:00
17883,Home,Bike,1316,1261,21:30:00
110577,Work,Transit,1326,926,07:40:00
110577,Home,Transit,926,1326,16:20:00
127650,Other,Walk,1340,1347,07:25:00
127650,Work,Walk,1347,1208,08:35:00
127650,Other,Walk,1208,1349,15:15:00
127650,Home,Transit,1349,1340,16:10:00
24309,Other,Bike,1355,1317,08:20:00
24309,Home,Bike,1317,1355,10:00:00
24309,Other,Walk,1355,1271,14:45:00
